PlateName	Well	Content	compoundID_384	compoundID	mol.weight.Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description	GeneID	Selectivity_updated
P1	F21	sample	79064	79064	264,22063	BTO-1	5-Cyano-7-nitro-2-benzothiazolecarboxamide-3-oxide	Phosphorylation	Enzyme	Inhibitor	Plk	Polo-like kinase (Plk) inhibitor.	79064	PLK
P1	F22	sample	79144	79144	160,00074	beta-Chloro-L-alanine hydrochloride		Biochemistry	Enzyme	Inhibitor	Alanine aminotransferase	Alanine aminotransferase inhibitor	79144	Alanine aminotransferase
P1	G01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P1	G02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P1	G03	sample	78905	78905	153,60989	5-Aminovaleric acid hydrochloride	5-Aminopentanoic acid hydrochloride	GABA		Antagonist	GABA-B	Weak GABA-B receptor antagonist	78905	GABA-B
P1	G04	sample	78985	78985	266,09093	Amiloride hydrochloride		Na+ Channel		Blocker	Epithelial	Epithelial Na+ channel blocker	78985	Na+-channel
P1	G05	sample	78906	78906	94,11697	4-Aminopyridine		K+ Channel		Blocker	A-type	Induces depolarization of GABA neurons; weak non-selective K+-channel blocker; anticonvulsant	78906	K+ Channel
P1	G06	sample	78986	78986	313,87398	Amitriptyline hydrochloride		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant	78986	Adrenoceptor
P1	G07	sample	78907	78907	281,57382	p-Aminoclonidine hydrochloride	Apraclonidine hydrochloride	Adrenoceptor		Agonist	alpha2	alpha2 Adrenoceptor agonist	78907	adrenoceptor
P1	G08	sample	78987	78987	566,42471	BW 284c51	1,5-Bis(4-allyldimethylammoniumphenyl)pentan-3-one dibromide	Cholinergic	Enzyme	Inhibitor	Acetylcholinesterase	Selective acetylcholinesterase inhibitor	78987	Acetylcholinesterase
P1	G09	sample	78908	78908	440,42185	Aminopterin	4-Aminofolic acid	Antibiotic	Enzyme	Inhibitor	Dihydrofolate reductase	Dihydrofolate reductase inhibitor	78908	Dihydrofolate reductase
P1	G10	sample	78988	78988	606,78559	Fulvestrant	(7a, 17b)-7-[9-[(4,4,5,5,5-pentafluoropentyl)Sulfinyl]nonyl]estra-1,3,5-(10)-triene-3,17-diol	Hormone		SERD	Estrogen Receptor	Selective estrogen receptor downregulator (SERD). First pure antiestrogen with no agonistic activity both in vitro and in vivo.	78988	Estrogen Receptor
P1	G11	sample	78909	78909	244,20864	5-azacytidine	4-Amino-1-(beta-D-ribofuranosyl)-1,3,5-triazin-2(1H)-one; Ladakamycin	DNA Metabolism	Enzyme	Inhibitor	DNA methyltransferase	DNA methyltransferase inhibitor	78909	DNA methyltransferase
P1	G12	sample	78989	78989	219,24231	Aniracetam		Glutamate		Agonist	AMPA	Increases ion conductance through AMPA glutamate receptors; reported to displayanti-amnesic acitivty	78989	AMPA
P1	G13	sample	78910	78910	234,7309	9-Amino-1,2,3,4-tetrahydroacridine hydrochloride	Tacrine hydrochloride; THA hydrochloride	Cholinergic	Enzyme	Inhibitor	Cholinesterase	Cholinesterase inhibitor; reported to be useful in the treatment of Alzheimer's disease	78910	Cholinesterase
P1	G14	sample	78990	78990	313,78957	Amoxapine		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant; inhibits neuronal uptake of norepinephrine	78990	Adrenoceptor
P1	G15	sample	78911	78911	225,20857	Acyclovir	Acycloguanosine	Immune System	Enzyme	Inhibitor	Viral DNA synthesis	Antiviral agent	78911	Viral DNA synthesis
P1	G16	sample	78991	78991	179,64813	1-Amino-1-cyclohexanecarboxylic acid hydrochloride		Neurotransmission		Substrate		Synthetic amino acid that crosses the blood-brain barrier by the Large Neutral Amino Acid carrier system	78991	NA
P1	G17	sample	78912	78912	180,16171	Acetylsalicylic acid	O-Acetylsalicylic acid; Aspirin	Prostaglandin	Enzyme	Inhibitor	COX-3 > COX-1 > COX-2	COX inhibitor; antithrombotic	78912	COX
P1	G18	sample	78992	78992	386,41384	N6-2-(4-Aminophenyl)ethyladenosine	APNEA	Adenosine		Agonist	A3	Potent, non-selective A3 adenosine receptor agonist	78992	adenosine receptor
P1	G19	sample	78913	78913	222,24542	Acetazolamide	N-[5-(Aminosulfonyl)-1,3,4-thiadiazol-2-yl]acetamide	Biochemistry	Enzyme	Inhibitor	Carbonic anhydrase	Carbonic anhydrase inhibitor; diuretic	78913	Carbonic anhydrase
P1	G20	sample	78993	78993	221,21462	AIDA	1-Aminoindan-1,5-dicarboxylic acid; UPF 523	Glutamate		Antagonist	mGluR1	Selective mGluR1 metabotropic glutamate receptor antagonist	78993	glutamate receptor
P1	G21	sample	78914	78914	437,96485	Amperozide hydrochloride	4-[4,4-bis(4-Fluorophenyl)butyl]-N-ethyl-1-piperazinecarboxamide hydrochloride	Serotonin		Ligand		Atypical antipsychotic drug with high affinity for serotonin receptors and low affinity for D2 dopamine receptors	78914	Serotonin
P1	G22	sample	78994	78994	108,09758	p-Benzoquinone	Quinone; p-BQ	DNA Repair		Inhibitor	G:C site	Benzene metabolite; induces mutations in DNA at G:C base pairs; induces writhing in mice; topoisomerase II inhibitor	78994	G:C site
P1	G23	ctrl Vinblastin	ctrl_Vinblastin	80101									ctrl Vinblastin	Tubulin
P1	G24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P1	H03	sample	79065	79065	137,96428	N-Bromoacetamide	NBA	Na+ Channel		Modulator		Removes fast inactivation of Na+ currents and transient K+ currents; chemical modifier	79065	NA
P1	H04	sample	79145	79145	402,49195	Cortisone 21-acetate	21-Acetoxy-4-pregnen-17alpha-ol-3,11,20-trione	Hormone			Cortisol	Anti-inflammatory cortisol	79145	Cortisol
P1	H05	sample	79066	79066	320,36977	Benazoline oxalate	4,5-Dihydro-2-(2-naphthalenyl)-1H-imidazole oxalate	Imidazoline		Agonist	I2	I2 Imidazoline receptor agonist	79066	imidazoline
P1	H06	sample	79146	79146	687,71276	Calmidazolium chloride	R 24571 chloride	Intracellular Calcium	Enzyme	Inhibitor	Ca2+ATPase	Potent inhibitor of calmodulin activation of phosphodiesterase; stronglyinhibits calmodulin-dependent Ca2+-ATPase	79146	Ca2+ATPase
P1	H07	sample	79067	79067	343,8977	Betaxolol hydrochloride		Adrenoceptor		Antagonist	beta1	Selective beta1 adrenoceptor antagonist	79067	adrenoceptor
P1	H08	sample	79147	79147	299,35384	9-cyclopentyladenine	9-CP-Ade	Cyclic Nucleotides	Enzyme	Inhibitor	Adenylate cyclase	Cell-permeable, non-competitive adenylyl cyclase inhibitor; targets the P-site domain	79147	Adenylate cyclase
P1	H09	sample	79068	79068	403,54473	Benztropine mesylate		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	79068	acetylcholine receptor
P1	H10	sample	79148	79148	476,49271	Cefazolin sodium	Sodium CEZ; SKF-41558	Antibiotic			Cell wall synthesis	Semi-synthetic antibiotic; interferes with cell wall synthesis	79148	Cell wall synthesis
P1	H11	sample	79069	79069	408,58818	Chloroethylclonidine dihydrochloride	CEC dihydrochloride	Adrenoceptor		Antagonist	alpha1B	Irreversible alpha1B-adrenoceptor alkylating agent	79069	adrenoceptor
P1	H12	sample	79149	79149	357,1597	4-Chloromercuribenzoic acid	4-(Hydroxymercuri)benzoic acid	Biochemistry	Enzyme	Inhibitor		Carboxy- and aminopeptidase inhibitor	79149	NA
P1	H13	sample	79070	79070	305,0111	Bromoacetylcholine bromide	2-(2-Bromoacetyloxy)-N,N,N-trimethylethanaminium bromide	Cholinergic		Ligand		Affinity alkylating agent of nicotinic acetylcholine receptors	79070	NA
P1	H14	sample	79150	79150	326,83193	Clozapine	8-Chloro-11-(4-methyl)-1-piperazinyl)-5H-dibenzo[b,e][1,4]diazepine	Dopamine		Antagonist	D4 > D2,D3	Atypical neuroleptic agent which display greater affinity for the D4 dopamine receptors over D2 or D3	79150	dopamine receptor
P1	H15	sample	79071	79071	385,82632	BRL 37344 sodium	(+-)-(R*,R*)-[4-[2-[[2-(3-Chlorophenyl)-2-hydroxyethyl]amino]propyl]phenoxy]-acetic acid sodium	Adrenoceptor		Agonist	beta3	Selective beta3 adrenoceptor agonist	79071	adrenoceptor
P1	H16	sample	79151	79151	317,21776	McN-A-343	(4-Hydroxy-2-butynyl)-1-trimethylammonium-m-chlorocarbanilate chloride	Cholinergic		Agonist	M1	M1 muscarinic acetylcholine receptor agonist.	79151	muscarinic acetylcholine receptor
P1	H17	sample	79072	79072	352,86732	PK 11195	1-(2-Chlorophenyl)-N-methyl-N-(1-methylpropyl)	GABA		Antagonist	Benzodiazepine	Peripheral benzodiazepine receptor antagonist	79072	Benzodiazepine
P1	H18	sample	79152	79152	477,45302	Cefotaxime sodium	Cefotaxim sodium	Antibiotic			Cell wall synthesis	Broad spectrum third generation cephalosporin antibiotic; interferes with cell wall synthesis	79152	Cell wall synthesis
P1	H19	sample	79073	79073	102,09347	L-Cycloserine	(S)-4-Amino-3-isoxazolidone	Sphingolipid	Enzyme	Inhibitor	Ketosphinganine synthetase	Blocks sphingosine biosynthesis by inhibition of ketosphinganine synthetase	79073	Ketosphinganine synthetase
P1	H20	sample	79153	79153	299,35099	Imipenem monohydrate	Primaxin monohydrate, Tienam monohydrate, (5R,6S)-6-[(1R)-1-Hydroxyethyl]-3-[[2-[(iminomethyl)amino]ethyl]thio]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid monohydrate	Antibiotic				broad spectrum beta-lactam antibiotic	79153	NA
P1	H21	sample	79074	79074	252,18791	CB 1954	5-(1-Aziridinyl)-2,4-dinitrobenzamide	DNA		Intercalator		Prodrug activated by NAD(P)H quinone oxidoreductase-2	79074	DNA_intercalation
P1	H22	sample	79154	79154	110,11352	Pyrocatechol	1,2-Benzenediol; Catechol	Cell Cycle		Inhibitor		Carcinogen; causes DNA strand breakage	79154	DNA-strand break
P1	I01	ctrl LY	ctrl_LY	79584									ctrl LY	PI3K
P1	I02	neg ctr DMSO	neg_ctr_DMSO										neg ctr DMSO	NA
P1	I03	sample	78915	78915	129,16007	(+-)-Nipecotic acid	(+-)-3-Piperidine carboxylic acid	GABA		Inhibitor	Uptake	GABA uptake inhibitor	78915	GABA
P1	I04	sample	78995	78995	266,34304	(+-)-Atenolol		Adrenoceptor		Antagonist	beta1	Selective beta1 adrenoceptor antagonist;antihypertensive; antianginal; antiarrhythmic	78995	adrenoceptor
P1	I05	sample	78916	78916	676,83306	Atropine sulfate		Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	78916	acetylcholine receptor
P1	I06	sample	78996	78996	681,78455	Amiodarone hydrochloride		Adrenoceptor		Agonist	alpha/beta	alpha and beta adrenoceptor agonist; inhibits binding of 1,4-dihydropyridine to L-type Ca2+ channels; coronary vasodilator	78996	adrenoceptor
P1	I07	sample	78917	78917	136,15461	3-aminobenzamide	3-ABA; 3-AB	Apoptosis	Enzyme	Inhibitor	PARS	Poly(ADP-ribose) synthetase (PARS) inhibitor	78917	PARS
P1	I08	sample	78997	78997	267,24621	Adenosine		Adenosine		Agonist		Endogenous neurotransmitter and neuromodulator	78997	neurotransmitter
P1	I09	sample	78918	78918	218,25758	N-Acetyl-5-hydroxytryptamine	N-Acetylserotonin; Normelatonin	Melatonin		Precursor		Immediate precursor of melatonin	78918	melatonin
P1	I10	sample	78998	78998	232,28467	(+-)-p-Aminoglutethimide		Biochemistry	Enzyme	Inhibitor	P450-dependendent hydroxylation	Inhibits Cytochrome P450-dependent hydroxylation reactions that are necessary for aromatization	78998	P450
P1	I11	sample	78919	78919	299,76541	5-(N-Ethyl-N-isopropyl)amiloride	EIPA	Ion Pump		Blocker	Na+/H+ Antiporter	Selective blocker of Na+/H+ antiport	78919	Na+/H+ Antiporter
P1	I12	sample	78999	78999	361,40396	HEMADO	2-(1-Hexynyl)-N6-methyladenosine	Adenosine		Agonist	A3	A3 adenosine receptor agonist	78999	adenosine receptor
P1	I13	sample	78920	78920	249,35557	10058-F4	5-[(4-Ethylphenyl)methylene]-2-thioxo-4-thiazolidinone	Apoptosis	Enzyme	Inhibitor	c-Myc	Inhibits c-Myc-Max interaction and prevents transactivation of c-Myc target gene expression.	78920	c-Myc
P1	I14	sample	79000	79000	322,45417	Aminobenztropine	ABT	Cholinergic		Ligand	Muscarinic	High affinity muscarinic acetylcholine receptor ligand	79000	acetylcholine receptor
P1	I15	sample	78921	78921	341,83536	Amiprilose hydrochloride	1,2-O-Isopropylidene-3-O-[3'-(N,N-dimethylamino)propyl]-alpha-D-glucofuranose hydrochloride	Immune System		Modulator		Immunomodulator; therapeutic agent in inflammatory arthritis	78921	immunemodulator
P1	I16	sample	79001	79001	292,20788	Alaproclate hydrochloride	D,L-Alanine, 2-(4-chlorophenyl)-1,1-dimethylethyl ester hydrochloride	Serotonin		Inhibitor	Reuptake	Potent and selective serotonin reuptake inhibitor	79001	serotonin
P1	I17	sample	78922	78922	645,75379	Aconitine	Acetylbenzoylaconine	Ion Pump		Blocker	Na+/H+ Antiporter	Neurotoxin. Activates tetrodotoxin-sensitive Na+ channels. Aconitine also blocks norepinephrine reuptake	78922	Na+/H+ Antiporter
P1	I18	sample	79002	79002	436,42902	Opipramol dihydrochloride	4-[3-(5H-Dibenz[b,f]azepin-5-yl)propyl]-1-piperazineethanol dihydrochloride	Sigma receptor		Agonist	1, 2	sigma1, sigma2 receptor agonist; an antagonist at D2, 5HT2, and H1 receptors; atypical antidepressant, antipsychotic, and axiolytic.	79002	serotonin receptor
P1	I19	sample	78923	78923	236,11028	Arecoline hydrobromide	1-Methyl-1,2,5,6-tetrahydro-3-pyridinecarboxylic acid methyl ester hydrobromide	Cholinergic		Agonist		Acetylcholine receptor agonist	78923	acetylcholine receptor
P1	I20	sample	79003	79003	365,90406	A-77636 hydrochloride		Dopamine		Agonist	D1	Potent, orally active D1 dopamine receptor agonist	79003	dopamine receptor
P1	I21	sample	78924	78924	246,24908	Aminoguanidine hemisulfate	Hydrazinecarboximidamide hemisulfate	Nitric Oxide	Enzyme	Inhibitor	NOS	Selective nitric oxide synthase inhibitor	78924	NOS
P1	I22	sample	79004	79004	446,0881	8-Bromo-cGMP sodium	8-Bromoguanosine-3',5'-cyclophosphate sodium	Cyclic Nucleotides	Enzyme	Activator		Membrane-permeable analog of cGMP	79004	cGMP
P1	I23	ctrl Vinblastin 0.1µM	ctrl_Vinblastin_0.1µM	80101_1									ctrl Vinblastin 0.1µM	Tubulin
P1	I24	ctrl IWP	ctrl_IWP										ctrl IWP	WNT
P1	J03	sample	79075	79075	435,32131	(+-)-Brompheniramine maleate		Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79075	Histamine receptor
P1	J04	sample	79155	79155	478,77913	Cephalosporin C zinc salt		Antibiotic			Cell wall synthesis	Antibiotic; interferes with cell wall synthesis	79155	Cell wall synthesis
P1	J05	sample	79076	79076	316,33504	BWB70C	N-[3-[3-4(-Fluorophenoxy)phenyl]-1-methyl-2-propenyl]-N-hydroxyurea	Leukotriene	Enzyme	Inhibitor	5-lipoxygenase	Selective inhibitor of 5-lipoxygenase	79076	5-lipoxygenase
P1	J06	sample	79156	79156	393,50874	GR 113808	1-Methyl-1H-indole-3-carboxylic acid, [1-[2-[(methylsulfonyl)amino]ethyl]-4-piperidinyl]methyl ester	Serotonin		Antagonist	5-HT4	5-HT4 serotonin receptor antagonist.	79156	serotonin receptor
P1	J07	sample	79077	79077	156,61618	Benzamidine hydrochloride	Amidinobenzene hydrochloride	Biochemistry	Enzyme	Inhibitor	Peptidase	Peptidase inhibitor	79077	Peptidase
P1	J08	sample	79157	79157	418,42555	Cephalothin sodium		Antibiotic			Cell wall synthesis	Semi-synthetic cephalosporin antibiotic; interferes with cell wall synthesis	79157	Cell wall synthesis
P1	J09	sample	79078	79078	278,35419	Ro 20-1724	4-[(3-Butoxy-4-methoxyphenyl)methyl]-2-imidazolidione	Cyclic Nucleotides	Enzyme	Inhibitor	cAMP phosphodiesterase	Potent and selective cAMP phosphodiesterase inhibitor	79078	cAMP phosphodiesterase
P1	J10	sample	79158	79158	362,30532	Clemizole hydrochloride	1-p-Chlorobenzyl-2-(1-pyrrolidinyl)methylbenzimidazole hydrochloride	Histamine		Antagonist	H1	H1 Histamine receptor antagonist	79158	Histamine receptor
P1	J11	sample	79079	79079	223,63317	6-Fluoronorepinephrine hydrochloride	6-FNE hydrochloride	Adrenoceptor		Agonist	alpha	alpha Adrenoceptor agonist	79079	adrenoceptor
P1	J12	sample	79159	79159	176,21994	(-)-Cotinine	S(-)-1-Methyl-5-(3-pyridyl)-2-pyrrolidone	Cholinergic		Metabolite	Nicotinic	Major metabolite of nicotine in humans	79159	acetylcholine receptor
P1	J13	sample	79080	79080	458,43261	BMY 7378 dihydrochloride	8-[2-[4-(2-Methoxyphenyl)-1-piperazinyl]ethyl-azaspiro[4.5]decane-7,9-dione dihydrochloride	Serotonin		Agonist	5-HT1A	Partial 5-HT1A serotonin receptor agonist; alpha1D adrenoceptor antagonist	79080	serotonin receptor
P1	J14	sample	79160	79160	199,63855	(+-)-p-Chlorophenylalanine	p-CPA	Neurotransmission	Enzyme	Inhibitor	Tryptophan hydroxylase	Depletes brain serotonin by irreversible inhibition of tryptophan hydroxylase.	79160	Tryptophan hydroxylase
P1	J15	sample	79081	79081	346,38644	BRL 54443 maleate	3-(1-Methylpiperidin-4-yl)-1H-indol-5-ol maleate	Serotonin		Agonist	5-HT1E/1F	Potent 5-HT1E/1F serotonin receptor agonist	79081	serotonin receptor
P1	J16	sample	79161	79161	373,88618	N-(2-[4-(4-Chlorophenyl)piperazin-1-yl]ethyl)-3-methoxybenzamide		Dopamine		Agonist	D4	Selective D4 dopamine receptor agonist	79161	dopamine receptor
P1	J17	sample	79082	79082	180,16171	Caffeic Acid	3,4-Dihydroxycinnamic acid	Cell Stress		Inhibitor	Antioxidant	Antioxidant; inhibits the synthesis of leukotrienes that are involved in immunoregulation and inflammation	79082	Antioxidant
P1	J18	sample	79162	79162	342,44182	Cilostamide	OPC 3689	Cyclic Nucleotides	Enzyme	Inhibitor	PDE III	cGMP-inhibited phosphodieserase inhibitor (PDE III)	79162	PDE
P1	J19	sample	79083	79083	361,29291	ML-9		Phosphorylation	Enzyme	Inhibitor	MLCK	Myosin light chain kinase (MLCK) inhibitor	79083	MLCK
P1	J20	sample	79163	79163	349,41153	Cephradine	Cefradin; SQ-11436	Antibiotic			Cell wall synthesis	Semisynthetic cephalosporin antibiotic; interferes with cell wall synthesis	79163	Cell wall synthesis
P1	J21	sample	79084	79084	594,59578	S-(+)-PD 123177 trifluoroacetate salt hydrate	(S)-1-[(4-Amino-3-methylphenyl)methyl]-5-(diphenylacetyl)-4,5,6,7-tetrahydro-1H-Imidazo[4,5-c]pyridine-6-carboxylic acid trifluoroacetate salt hydrate	Neurotransmission		Antagonist	AT2	Selective AT2 angiotensin receptor antagonist	79084	AT2
P1	J22	sample	79164	79164	331,80206	Z-L-Phe chloromethyl ketone	N-Carbobenzyloxy-L-phenylalanyl chloromethyl ketone; ZPCK	Biochemistry	Enzyme	Inhibitor	Chymotrypsin A-gamma	Bovine chymotrypsin A-gamma inhibitor	79164	Chymotrypsin NFKB
P1	K01	ctrl PD	ctrl_PD	79902									ctrl PD	MEK
P1	K02	ctrl RAPA	ctrl_RAPA										ctrl RAPA	mTOR
P1	K03	sample	78925	78925	188,22547	Azelaic acid	Dicarboxylic acid C9; Nonanedioic acid; AZA	DNA Metabolism	Enzyme	Inhibitor		Antiproliferative on melonama cells; inhibits mitochondrial oxidoreductases of the respiratory chain and inhibits DNA synthesis	78925	mitochondrial oxidoreductase
P1	K04	sample	79005	79005	198,11533	Chlormethiazole hydrochloride	4-Methyl-5-(beta-chloroethyl)thiazole hydrochloride	GABA		Agonist	GABA(A)	GABA(A) agonist; glycine receptor modulator	79005	GABA(A)
P1	K05	sample	78926	78926	366,41772	Atropine methyl nitrate	AMN; Methylatropine nitrate	Cholinergic		Antagonist	Muscarinic	Muscarinic acetylcholine receptor antagonist	78926	acetylcholine receptor
P1	K06	sample	79006	79006	239,69777	4-(2-Aminoethyl)benzenesulfonyl fluoride hydrochloride	AEBSF	Biochemistry	Enzyme	Inhibitor	Serine Protease	Irreversible serine protease inhibitor	79006	Serine Protease
P1	K07	sample	78927	78927	319,27059	(+-)-Norepinephrine (+)bitartrate	(+-)-Arterenol (+)bitartrate; (+-)-Noradrenalin (+)bitartrate	Adrenoceptor		Agonist		Adrenergic neurotransmitter	78927	neurotransmitter
P1	K08	sample	79007	79007	133,10469	L-Aspartic acid		Glutamate		Agonist		Endogenous excitatory amino acid neurotransmitter	79007	neurotransmitter
P1	K09	sample	78928	78928	422,35148	Aurintricarboxylic acid	ATA	Apoptosis	Enzyme	Inhibitor	TopoII	DNA topoisomerase II inhibitor	78928	Topo II
P1	K10	sample	79008	79008	116,12056	(+-)-HA-966	(+-)-3-Amino-1-hydroxy-2-pyrrolidone	Glutamate		Antagonist	NMDA-glycine	NMDA glutamate receptor antagonist which appears to act by competing with glycineat the glycine modulation site of the NMDA glutamate receptor	79008	NMDA
P1	K11	sample	78929	78929	256,26342	3-Aminopropionitrile fumarate		Multi-Drug Resistance	Enzyme	Substrate	CYP450	Transformed to cyanide by cytochrome P450 in liver	78929	CYP450
P1	K12	sample	79009	79009	336,32839	8-(p-Sulfophenyl)theophylline		Adenosine		Antagonist	A1 > A2	Adenosine receptor antagonist with selectivity for A1 over A2	79009	adenosine receptor
P1	K13	sample	78930	78930	134,14152	1-Aminobenzotriazole	ABT; 1-Benzotriazolamine	Multi-Drug Resistance	Enzyme	Inhibitor	CYP450, chloroperoxidase	Cytochrome P450 and chloroperoxidase inhibitor	78930	CYP450
P1	K14	sample	79010	79010	260,13258	Arecaidine propargyl ester hydrobromide	APE	Cholinergic		Agonist	M2	Potent muscarinic acetylcholine receptor agonist exhibiting a slight selectivity for M2 receptors	79010	muscarinic acetylcholine receptor
P1	K15	sample	78931	78931	465,80119	Sandoz 58-035	3-[Decyldimethylsilyl]-N-[2-(4-methylphenyl)-1-phenethyl]propanamide	Lipid	Enzyme	Inhibitor	ACAT	Acyl-CoA:cholesterol acyltransferase (ACAT) inhibitor	78931	ACAT
P1	K16	sample	79011	79011	334,37521	Psora-4	5-(4-Phenylbutoxy)psoralen	K+ Channel		Inhibitor	Kv1.3	Potent Kv1.3 potassium channel inhibitor.	79011	K+-channel
